name,platform,year_of_release,genre,publisher,developer
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,
Wildstar,PC,2014,Role-Playing,NCSoft,Carbine Studios
Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,Tamsoft
Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,EA Sports
Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,Crave
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,
Culdcept,3DS,2012,Misc,Nintendo,
Amped 3,X360,2005,Sports,Take-Two Interactive,2K Sports
MX 2002 Featuring Ricky Carmichael,GBA,2001,Racing,THQ,
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,ArtePiazza
Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,
Street Racer,PS,1996,Racing,Ubisoft,
Bomberman Land Touch! 2,DS,2007,Puzzle,Rising Star Games,
NBA 2K3,GC,2002,Sports,Sega,Visual Concepts
Harvest Moon: The Lost Valley,3DS,2014,Simulation,Natsume,
NHL 2005,XB,2004,Sports,Electronic Arts,EA Sports
Arcana Heart,PS2,2007,Fighting,AQ Interactive,Examu
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,
Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,Warthog
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,Tenky
Medieval Games,Wii,2009,Action,Vir2L Studios,N-Fusion Interactive Entertainment Corp.
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Role-Playing,Square Enix,
Tak and the Guardians of Gross,Wii,2008,Action,THQ,THQ
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,
Jurassic Park: The Game,X360,N/A,Action,Unknown,Telltale Games
Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,
The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,
Monster House,DS,2006,Adventure,THQ,Artificial Mind and Movement
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,Omega Force
Godzilla Unleashed,Wii,2007,Fighting,Atari,"Pipeworks Software, Inc."
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,Harmonix Music Systems
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,
Ener-G Horse Riders,DS,2008,Sports,Ubisoft,Lexis Numerique
He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,Taniko
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,Frogwares
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,City Interactive
Rondo of Swords (US sales),DS,2007,Role-Playing,Success,
Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,Vicarious Visions
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,
Imagine: Music Fest,DS,2009,Simulation,Ubisoft,Ubisoft
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,HotGen
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,Koei
Chaotic: Shadow Warriors,X360,2009,Action,Activision,FUN Labs
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,
Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,Dimps Corporation
Winning Post 3,PS,1998,Racing,Tecmo Koei,
Just Sing!,DS,2009,Misc,DTP Entertainment,
Driven,PS2,2001,Racing,BAM! Entertainment,Bam Entertainment
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,Ubisoft
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,Kuju Entertainment
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,Visual Concepts
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,Neverland
MTV Music Generator 2,PS2,2001,Misc,Codemasters,Jester Interactive
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,"Compile Heart, GCREST"
Ultimate Spider-Man,DS,2005,Action,Activision,Vicarious Visions
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,Criterion Games
Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,Broadsword Interactive
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,Now Production
MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,Ubisoft Vancouver
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,Gust
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios
Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft,Ubisoft
My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,Avalanche Software
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,Harmonix Music Systems
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,
Knockout Kings 2003,GC,2002,Sports,Electronic Arts,EA Sports
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,Hudson
NCAA Football 2004,GC,2003,Sports,Electronic Arts,EA Sports
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,Acclaim
Digimon World 4,PS2,2005,Role-Playing,Atari,Bandai
Stormrise,X360,2009,Strategy,Sega,Creative Assembly
Scripps Spelling Bee,DS,2010,Simulation,THQ,THQ
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,Visual Concepts
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,
Pressure Cooker,2600,1982,Action,Activision,
Home Run,2600,N/A,Sports,Atari,
Klax,2600,1989,Puzzle,Atari,
Saturn Bomberman,SAT,1996,Puzzle,Sega,
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,EA Redwood Shores
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,MachineGames
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,Inti Creates
American Chopper,XB,2004,Racing,Zoo Digital Publishing,Creat Studios
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,Ubisoft Montpellier
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,Omega Force
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,Phantagram
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,Misc,N/A,
The Terminator: Dawn of Fate,XB,2002,Action,Atari,Paradigm Entertainment
Infected,PSP,2005,Shooter,THQ,Planet Moon Studios
Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment
Cars: Race-O-Rama,X360,2009,Racing,THQ,Incinerator Games
Scooby-Doo! Unmasked,GC,2005,Platform,THQ,
Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,
Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,EA Canada
Darksiders II,PC,2012,Action,Nordic Games,Vigil Games
Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,Konami
DiRT 3,PC,2011,Racing,Codemasters,Codemasters
NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,989 Sports
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,Artificial Mind and Movement
Darksiders II,WiiU,2012,Action,THQ,Vigil Games
Gunslingers,Wii,2010,Shooter,Neko Entertainment,Neko Entertainment
Army Men: Sarge's War,GC,2004,Shooter,Global Star,3DO
Amagami,PSP,2011,Adventure,Kadokawa Shoten,
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,
Block Party,Wii,2008,Misc,Activision,Activision
Little League World Series Baseball 2009,Wii,2009,Sports,Activision,Now Production
Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,
Blitz: The League II,PS3,2008,Sports,Midway Games,
Arcade Zone,Wii,2009,Misc,Activision,Activision
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,"Game Arts, Seta Corporation"
Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,Destination Software
Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,Konami
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,Take-Two Interactive
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,Tamsoft
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,High Voltage Software
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,Ubisoft
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,Konami
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,Altron
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,
WordJong,DS,2007,Puzzle,White Park Bay Software,Magellan Interactive
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,Aqua Plus
Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,Infinite Interactive
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,
de Blob 2,X360,2011,Platform,THQ,Blue Tongue Entertainment
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,Paradox Development
Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,
Major League Baseball 2K10,DS,2010,Sports,Take-Two Interactive,Powerhead Games
Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,"Koei, Omega Force"
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,
Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,Climax Entertainment
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,Racjin
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,THQ
Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,
Bleach: Dark Souls,DS,2007,Fighting,Sega,Treasure
Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,Virtuos
Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,Ubisoft Montreal
Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,Tomy Corporation
Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,Amaze Entertainment
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,Ubisoft Casablanca
World Series Baseball 2K3,XB,2003,Sports,Sega,Blue Shift
Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,
Serious Sam,XB,2002,Shooter,Take-Two Interactive,Croteam
Bomberman,DS,2005,Puzzle,Ubisoft,Racjin
Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,
Killer7,GC,2005,Action,Capcom,Grasshopper Manufacture
Super Monkey Ball Adventure,GC,2006,Platform,Sega,TT Games
FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,EA Sports
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,Capcom
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,
Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,Zombie
Indigo Prophecy,PS2,2005,Adventure,Atari,Quantic Dream
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,EA Canada
World League Soccer,SNES,1991,Sports,Imagineer,
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,989 Sports
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,Square Enix
Farm Frenzy: Animal Country,DS,2009,Simulation,City Interactive,City Interactive
We Sing UK Hits,Wii,2011,Misc,Nordic Games,Le Cortex
Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,SNK Playmore
Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,Square Enix
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,The Game Factory
LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,TT Games
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,Alfa System
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,N/A,
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,
F1 2001,PS2,2001,Racing,Electronic Arts,EA Sports
Darksiders,PC,2010,Action,THQ,Vigil Games
J-League Victory Goal,SAT,1995,Sports,Sega,
Top Gun: Combat Zones,GC,2002,Simulation,Titus,Titus Software
Countdown: The Game,DS,2009,Puzzle,Mindscape,
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,
Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,
NHL 09,PS2,2008,Sports,Electronic Arts,EA Canada
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,Visual Concepts
Dark Rift,N64,1997,Fighting,Vic Tokai,
Derby Stallion 64,N64,2001,Sports,Media Factory,
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,Acclaim
Burger Island,Wii,2009,Action,Destineer,eGames
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,
Rocky,XB,2002,Fighting,Rage Software,Rage Software
Ford Racing 2,XB,2003,Racing,Empire Interactive,Razorworks Studios
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,
Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,Harmonix Music Systems
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,THQ Australia
Space Invaders Extreme,DS,2008,Shooter,Square Enix,Taito Corporation
Tetris Attack,SNES,1995,Puzzle,Nintendo,
Thor: God of Thunder,Wii,2011,Action,Sega,Red Fly Studio
Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,Ubisoft Nagoya
BloodRayne 2,XB,2004,Shooter,THQ,Terminal Reality
Jaws Unleashed,XB,2006,Action,THQ,Appaloosa Interactive
Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,Pipe Dream Interactive
X-Men: The Official Game,GC,2006,Action,Activision,Hypnos
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,
Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,Interchannel
Chessmaster II,PS,1998,Strategy,Mindscape,
All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,Software Creations
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,Visual Concepts
Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,
Winning Post 4,PS,1999,Sports,Tecmo Koei,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,
187: Ride or Die,PS2,2005,Racing,Ubisoft,Ubisoft
Dishonored,XOne,2015,Action,Bethesda Softworks,
Curious George,GC,2006,Action,Namco Bandai Games,
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,
Battleborn,XOne,2016,Shooter,Take-Two Interactive,Gearbox Software
eJay Clubworld,PS2,N/A,Misc,Empire Interactive,UDS
Geist,GC,2005,Adventure,Nintendo,n-Space
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,SNK Playmore
Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,Bandai Namco Games
The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,Helixe
Deadly Premonition,PS3,2010,Action,Rising Star Games,
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,Crawfish Interactive
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,
Super Street Fighter II,GEN,1993,Fighting,Capcom,
Deponia,PC,2012,Adventure,Daedalic,Daedalic Entertainment
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,"Genki, Kojima Productions"
Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,
Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,Namco
High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,SCEA
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment
The Quest Trio,DS,2008,Puzzle,Avanquest,Activision
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,Interchannel
Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,
Shenmue II,DC,2001,Adventure,Sega,Sega AM2
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,From Software
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,2K Sports
Capcom Classics Collection,XB,2005,Misc,Capcom,Digital Eclipse
Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,Black Ops Entertainment
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,Radical Entertainment
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,Destineer
Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,Ubisoft
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,Ubisoft Romania
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,
Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,Blitz Games
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,Terminal Reality
Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,
All-Star Baseball 2005,XB,N/A,Sports,Unknown,Acclaim
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,Falcom
Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,
Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,HB Studios Multimedia
Batman Begins,GC,2005,Action,Electronic Arts,Eurocom Entertainment Software
Yakuza: Ishin,PS4,2014,Action,Sega,
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,Her Interactive
Toy Story Racer,PS,2001,Racing,Activision,Traveller's Tales
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,Ubisoft Shanghai
Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,
Galerians,PS,1999,Adventure,Crave Entertainment,
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,Falcom
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,Traveller's Tales
We Dance,Wii,2011,Misc,Nordic Games,Nordic Games Publishing
Space Camp,DS,2009,Action,Activision,7 Studios
DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,
SpongeBob's Truth or Square,DS,2009,Action,THQ,"THQ, Altron"
Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,
Arena Football,XB,2006,Sports,Electronic Arts,EA Tiburon
Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,
Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,Netherock Ltd.
Skylanders: SuperChargers,Wii,2015,Action,Activision,
Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,
Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,TT Games
Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,Behaviour Interactive
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,Media Vision
Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,Sega
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,
Jurassic: The Hunted,Wii,2009,Shooter,Activision,Activision
The Cursed Crusade,X360,2011,Action,DTP Entertainment,Kylotonn
Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,Electronic Arts
SpongeBob's Boating Bash,DS,2010,Misc,THQ,Firebrand Games
Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,Sandlot
NHL 2K10,X360,2009,Sports,Take-Two Interactive,Take-Two Interactive
White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,Electronic Arts
Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,
