name,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating
Famicom Mini: Mappy,0.0,0.0,0.09,0.0,0.1,,,,,
Ben 10 Galactic Racing,0.07,0.02,0.0,0.01,0.1,,,tbd,,E
Reign of Fire,0.07,0.02,0.0,0.0,0.1,54,13,tbd,,M
Descent Maximum,0.05,0.04,0.0,0.01,0.1,,,,,
F1 2014,0.0,0.09,0.0,0.01,0.1,61,20,4.8,65,E
King of Clubs: Mini Golf,0.09,0.0,0.0,0.01,0.1,,,,,
Harvest Moon: Frantic Farming,0.08,0.0,0.0,0.01,0.1,72,7,6.8,6,E
Angry Birds Star Wars,0.05,0.04,0.0,0.01,0.1,,,6.8,17,E
Petz Hamsterz Superstarz,0.09,0.0,0.0,0.01,0.1,,,tbd,,E
Blue Dragon: Awakened Shadow,0.06,0.0,0.03,0.0,0.1,63,27,6.6,10,E10+
Star Wars: Lethal Alliance,0.08,0.01,0.0,0.01,0.1,57,15,tbd,,E10+
Shining Force EXA,0.0,0.0,0.1,0.0,0.1,64,24,7.3,17,E10+
Virtual Pro Wrestling,0.0,0.0,0.09,0.01,0.1,,,,,
Rapala Pro Bass Fishing 2010,0.09,0.0,0.0,0.01,0.1,,,tbd,,E
Shadow Tower,0.01,0.01,0.07,0.01,0.1,,,,,
Digimon World DS,0.09,0.0,0.0,0.01,0.1,71,8,7.6,27,E10+
Luminous Arc 2 (JP sales),0.0,0.0,0.1,0.0,0.1,,,,,
CSI: Hard Evidence,0.07,0.02,0.0,0.01,0.1,,,,,
MySims SkyHeroes,0.09,0.0,0.0,0.01,0.1,56,15,5.5,4,E10+
Ford Racing 3,0.09,0.0,0.0,0.01,0.1,49,5,tbd,,E
Ice Age 2: The Meltdown,0.07,0.02,0.0,0.0,0.1,68,16,tbd,,E10+
Guilty Gear Isuka,0.05,0.04,0.0,0.01,0.1,73,39,7.5,13,T
The Secret Saturdays: Beasts of the 5th Sun,0.09,0.0,0.0,0.01,0.1,60,8,tbd,,E10+
Horse Life Adventures,0.08,0.01,0.0,0.01,0.1,,,tbd,,E
The Idolmaster: Platinum Stars,0.0,0.0,0.1,0.0,0.1,,,,,
Jikkyou Powerful Pro Yakyuu 2013,0.0,0.0,0.1,0.0,0.1,,,,,
Tornado Outbreak,0.09,0.0,0.0,0.01,0.1,71,7,8.2,5,E10+
Shadow Master,0.05,0.04,0.0,0.01,0.1,,,,,
Global Touring Challenge: Africa,0.05,0.04,0.0,0.01,0.1,64,12,tbd,,E
Shovel Knight,0.05,0.04,0.0,0.01,0.1,88,24,8.3,280,E
Makai Shin Trillion,0.02,0.01,0.06,0.01,0.1,,,,,
Tokimeki Memorial: Taisen Pazurudama,0.0,0.0,0.09,0.01,0.1,,,,,
Digimon World: Next Order,0.0,0.0,0.1,0.0,0.1,,,,,
Who Wants to Be A Millionaire?,0.09,0.0,0.0,0.01,0.1,,,,,
The Secret Saturdays: Beasts of the 5th Sun,0.08,0.0,0.0,0.01,0.1,,,tbd,,E10+
Operation Abyss: New Tokyo Legacy,0.02,0.0,0.06,0.01,0.1,66,25,7.3,24,M
Skylanders: Spyro's Adventure,0.05,0.03,0.0,0.01,0.1,,,3.5,15,E10+
Man vs. Wild,0.09,0.0,0.0,0.01,0.1,,,4.6,8,T
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,0.0,0.0,0.1,0.0,0.1,,,,,
Watchmen: The End is Nigh Part 1 & 2,0.09,0.0,0.0,0.01,0.1,,,,,
MotoGP 2,0.07,0.02,0.0,0.0,0.1,87,23,8.5,14,E
Pro Yakyuu Famista DS,0.0,0.0,0.1,0.0,0.1,,,,,
Happy Feet Two,0.08,0.01,0.0,0.01,0.1,,,,,
iCarly 2: iJoin The Click!,0.08,0.01,0.0,0.01,0.1,,,9,10,E
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,0.05,0.02,0.03,0.0,0.1,,,,,
Gundam Breaker 3,0.0,0.0,0.1,0.0,0.1,,,,,
Etrian Odyssey 2 Untold: Knight of Fafnir,0.07,0.02,0.0,0.01,0.1,,,,,
Paws & Claws: Pet Vet,0.09,0.0,0.0,0.01,0.1,,,,,
Dora's Cooking Club,0.08,0.01,0.0,0.01,0.1,,,,,
Heatseeker,0.08,0.0,0.0,0.01,0.1,62,25,6.2,32,T
Ar tonelico: Melody of Elemia,0.0,0.0,0.1,0.0,0.1,71,30,7.7,43,T
Sol Trigger,0.0,0.0,0.1,0.0,0.1,,,,,
Castlevania Double Pack,0.07,0.03,0.0,0.0,0.1,86,4,8.4,12,T
Ballistic: Ecks vs. Sever,0.07,0.03,0.0,0.0,0.1,,,,,
Samurai Warriors 4: Empires,0.02,0.01,0.06,0.01,0.1,71,29,6.5,15,T
Jikkyou Powerful Pro Yakyuu 11,0.0,0.0,0.09,0.0,0.1,,,,,
Ninja Reflex,0.09,0.0,0.0,0.01,0.1,54,13,tbd,,E10+
Steel Battalion,0.05,0.02,0.02,0.0,0.1,83,20,8.5,20,T
Street Fighter Collection,0.0,0.0,0.09,0.01,0.1,,,,,
Alvin and the Chipmunks: The Squeakquel,0.09,0.0,0.0,0.01,0.1,,,tbd,,E
Digimon Story: Super Xros Wars Blue/Red,0.0,0.0,0.1,0.0,0.1,,,,,
Power Stone Collection,0.08,0.0,0.0,0.01,0.1,74,34,6.8,6,T
Cartoon Network: Punch Time Explosion,0.07,0.02,0.0,0.01,0.1,58,16,5.9,28,E10+
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,0.0,0.0,0.1,0.0,0.1,,,,,
Bejeweled Twist,0.0,0.08,0.0,0.01,0.1,77,10,tbd,,E
"Blast Works: Build, Trade, Destroy",0.09,0.0,0.0,0.01,0.1,78,30,7.7,17,E
MX SuperFly featuring Ricky Carmichael,0.07,0.02,0.0,0.0,0.1,,,,,
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,0.0,0.0,0.1,0.0,0.1,,,,,
SNK vs. Capcom Card Fighters DS,0.09,0.0,0.0,0.01,0.1,48,19,4.8,6,T
Kuroko's Basketball: Miracle Game,0.0,0.0,0.1,0.0,0.1,,,,,
Medieval II: Total War,0.0,0.08,0.0,0.02,0.1,88,39,8.9,648,T
Lego Star Wars: The Force Awakens,0.01,0.06,0.01,0.02,0.1,,,7.1,13,E10+
Darkest of Days,0.09,0.0,0.0,0.01,0.1,44,25,4.8,76,M
Skylanders Imaginators,0.05,0.04,0.0,0.01,0.1,78,14,6,8,E10+
Minority Report: Everybody Runs,0.07,0.02,0.0,0.0,0.1,54,18,5,4,T
NASCAR,0.09,0.0,0.0,0.01,0.1,66,13,5.3,6,E
The Voice,0.08,0.0,0.0,0.01,0.1,,,,,
One Piece: Burning Blood,0.0,0.02,0.07,0.0,0.1,62,4,7.8,10,T
Shox,0.05,0.04,0.0,0.01,0.09,78,16,tbd,,E
Rio,0.05,0.03,0.0,0.01,0.09,60,16,7,7,E10+
Gundam Breaker,0.0,0.0,0.09,0.0,0.09,,,,,
Unou no Tatsujin: Soukai! Machigai Museum 2,0.0,0.0,0.09,0.0,0.09,,,,,
Kiniro no Corda 3,0.0,0.0,0.09,0.0,0.09,,,,,
Playboy: The Mansion,0.07,0.02,0.0,0.0,0.09,61,43,4.1,9,M
Neo Atlas,0.0,0.0,0.09,0.01,0.09,,,,,
Disney's Aladdin in Nasira's Revenge,0.05,0.04,0.0,0.01,0.09,61,11,8.3,7,E
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.07,0.02,0.0,0.0,0.09,,,,,
Squinkies 2: Adventure Mall Surprize!,0.09,0.0,0.0,0.01,0.09,,,,,
Winning Post 6,0.0,0.0,0.09,0.0,0.09,,,,,
Egg Monster Hero,0.0,0.0,0.09,0.0,0.09,,,,,E
Whacked!,0.07,0.02,0.0,0.0,0.09,,,,,
Barnyard,0.05,0.04,0.0,0.01,0.09,62,13,8.7,10,E10+
Ultimate Marvel vs. Capcom 3,0.0,0.04,0.04,0.01,0.09,80,36,6.2,114,T
MindJack,0.07,0.02,0.0,0.01,0.09,43,42,1.2,116,M
Pac-Man World 3,0.07,0.02,0.0,0.0,0.09,66,17,7.3,10,E
thinkSMART,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
National Geographic Challenge!,0.07,0.02,0.0,0.01,0.09,,,,,
Rocky,0.07,0.02,0.0,0.0,0.09,74,17,tbd,,T
Glory Days 2,0.08,0.0,0.0,0.01,0.09,73,28,7.3,6,E10+
Just Dance 2017,0.03,0.06,0.0,0.01,0.09,,,tbd,,E10+
Brain Age: Concentration Training,0.09,0.0,0.0,0.01,0.09,71,11,7.9,17,E
Crash 'N' Burn,0.07,0.02,0.0,0.0,0.09,65,25,6.4,7,T
NFL Blitz 20-02,0.07,0.02,0.0,0.0,0.09,77,17,tbd,,E
NatGeo Challenge! Wild Life,0.05,0.03,0.0,0.01,0.09,,,,,
Metal Fight Beyblade,0.0,0.0,0.09,0.0,0.09,,,,,
Robots,0.07,0.02,0.0,0.0,0.09,60,4,tbd,,E
Kung Fu Panda 2,0.04,0.04,0.0,0.01,0.09,,,,,
Pac-Man and the Ghostly Adventures 2,0.05,0.03,0.0,0.02,0.09,59,11,6.3,4,E10+
Hakuoki: Demon of the Fleeting Blossom,0.08,0.0,0.0,0.01,0.09,79,4,8.3,30,M
Field & Stream: Total Outdoorsman Challenge,0.09,0.0,0.0,0.01,0.09,,,,,
Speed Kings,0.05,0.04,0.0,0.01,0.09,61,13,7.8,6,E
Dungeons,0.07,0.02,0.0,0.01,0.09,65,35,4.6,106,M
Little League World Series Baseball 2008,0.09,0.0,0.0,0.01,0.09,70,8,8,6,E
Winter Stars,0.05,0.03,0.0,0.01,0.09,46,9,6.5,4,E
Disney Planes Fire & Rescue,0.01,0.08,0.0,0.01,0.09,,,,,
Langrisser V: The End of Legend,0.0,0.0,0.09,0.0,0.09,,,,,
PhotoKano,0.0,0.0,0.09,0.0,0.09,,,,,
Ouchi Mainichi Tamagotchi,0.0,0.0,0.09,0.0,0.09,,,,,
Bladestorm: The Hundred Years' War,0.08,0.01,0.0,0.01,0.09,63,26,6.8,16,T
Fresh PreCure! Asobi Collection,0.0,0.0,0.09,0.0,0.09,,,,,
Super Robot Wars OG: The Moon Dwellers,0.0,0.0,0.09,0.0,0.09,,,,,
Populous: The Beginning,0.05,0.04,0.0,0.01,0.09,,,,,
Chess,0.05,0.04,0.0,0.01,0.09,,,,,
Rosco McQueen: Firefighter Extreme,0.05,0.04,0.0,0.01,0.09,,,,,
Terranigma,0.0,0.0,0.09,0.0,0.09,,,,,
Burnout Paradise: The Ultimate Box,0.0,0.08,0.0,0.01,0.09,87,26,7.5,435,E10+
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,0.09,0.0,0.0,0.01,0.09,,,,,
Girls und Panzer: I Will Master Tankery,0.0,0.0,0.09,0.0,0.09,,,,,
Forever Kingdom,0.02,0.02,0.04,0.01,0.09,64,13,7.8,6,T
Blitz: Overtime,0.09,0.0,0.0,0.01,0.09,,,7.5,4,M
Altered Beast: Guardian of the Realms,0.07,0.02,0.0,0.0,0.09,63,13,4.8,4,T
Populous DS,0.07,0.0,0.02,0.01,0.09,60,20,tbd,,E10+
The Legend of Heroes: A Tear of Vermillion,0.08,0.0,0.0,0.01,0.09,68,24,7.7,26,T
Young Justice: Legacy,0.06,0.01,0.0,0.02,0.09,,,4.9,15,T
Ys VIII: Lacrimosa of Dana,0.0,0.0,0.09,0.0,0.09,,,,,
NCAA March Madness 08,0.08,0.0,0.0,0.01,0.09,67,15,3.8,4,E
Raven Squad: Operation Hidden Dagger,0.08,0.01,0.0,0.01,0.09,38,22,3.5,37,T
Age of Empires II: The Age of Kings,0.01,0.08,0.0,0.01,0.09,92,21,9,801,T
Family Party: 30 Great Games,0.08,0.01,0.0,0.01,0.09,42,10,1,7,E10+
Shining Tears,0.05,0.04,0.0,0.01,0.09,61,14,6.5,11,T
Devil May Cry 4,0.01,0.0,0.08,0.0,0.09,,,,,
MotoGP,0.07,0.02,0.0,0.0,0.09,84,18,8.4,16,E
Scaler,0.05,0.04,0.0,0.01,0.09,70,20,8.6,18,E
Halo 2,0.01,0.06,0.0,0.02,0.09,72,32,5.6,216,M
X-COM: UFO Defense,0.05,0.04,0.0,0.01,0.09,,,,,
Gradius V,0.05,0.04,0.0,0.01,0.09,82,46,8.5,13,T
Adventure Time: Finn & Jake Investigations,0.03,0.05,0.0,0.02,0.09,,,,,
Medal of Honor: Vanguard,0.06,0.03,0.0,0.01,0.09,56,29,7,24,T
World Cup '98 France: Road to Win,0.0,0.0,0.09,0.0,0.09,,,,,
Pro Evolution Soccer 2013,0.0,0.03,0.06,0.0,0.09,,,tbd,,E
MLB SlugFest 20-04,0.07,0.02,0.0,0.0,0.09,76,16,tbd,,E
Barbie and the Magic of Pegasus,0.07,0.02,0.0,0.0,0.09,,,tbd,,E
Beaterator,0.06,0.02,0.0,0.02,0.09,80,44,7.8,12,E
Big League Sports: Summer,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
SD Gundam G Generation DS,0.0,0.0,0.09,0.0,0.09,,,,,
Retro Game Challenge (US sales),0.09,0.0,0.0,0.0,0.09,,,,,
Wordmaster,0.09,0.0,0.0,0.01,0.09,57,5,tbd,,E
Arcania: Gothic 4,0.04,0.04,0.01,0.01,0.09,64,21,5.2,52,T
Bleach: Heat the Soul,0.0,0.0,0.09,0.0,0.09,,,,,
MegaTagmension Blanc + Neptune VS Zombies,0.02,0.01,0.05,0.01,0.09,,,,,
SingStar Guitar,0.0,0.07,0.0,0.02,0.09,,,,,
Psychonauts,0.05,0.04,0.0,0.01,0.09,86,33,8.7,61,T
Code Lyoko: Quest for Infinity,0.07,0.01,0.0,0.01,0.09,58,15,8.5,8,E10+
World Stadium 5,0.0,0.0,0.09,0.01,0.09,,,,,
The Smurfs 2,0.0,0.09,0.0,0.01,0.09,,,tbd,,E
Angry Birds: Rio,0.0,0.07,0.0,0.02,0.09,,,tbd,,E
Championship Foosball,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
Backyard Sports: Sandlot Sluggers,0.09,0.0,0.0,0.01,0.09,,,3.8,4,E
ESPN NBA 2Night,0.05,0.04,0.0,0.01,0.09,62,8,tbd,,E
Uta no Prince-Sama: Debut,0.0,0.0,0.09,0.0,0.09,,,,,
Ford Mustang: The Legend Lives,0.07,0.02,0.0,0.0,0.09,55,13,tbd,,E
Freekstyle,0.07,0.02,0.0,0.0,0.09,78,11,tbd,,E
Galactic Taz Ball,0.09,0.0,0.0,0.01,0.09,,,,,
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,0.0,0.0,0.09,0.0,0.09,,,,,
PAC-MAN and the Ghostly Adventures,0.05,0.04,0.0,0.01,0.09,,,tbd,,E10+
Digimon Rumble Arena 2,0.05,0.04,0.0,0.01,0.09,63,9,7.3,23,T
Dora the Explorer: Dora Saves the Crystal Kingdom,0.05,0.04,0.0,0.01,0.09,,,tbd,,E
Shockwave Assault,0.05,0.04,0.0,0.01,0.09,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.05,0.02,0.0,0.02,0.09,44,49,5.5,163,T
Ribbit King,0.05,0.04,0.0,0.01,0.09,58,10,6.5,4,E
Minecraft: Story Mode,0.02,0.06,0.0,0.01,0.09,,,,,
Alien Hominid,0.07,0.02,0.0,0.0,0.09,78,28,8.5,15,T
World Championship Poker 2: Featuring Howard Lederer,0.07,0.02,0.0,0.0,0.09,71,9,tbd,,T
Rygar: The Battle of Argus,0.09,0.0,0.0,0.01,0.09,52,29,7,4,T
Pro Yakyuu Greatest Nine 98,0.0,0.0,0.09,0.0,0.09,,,,,
Snood 2: On Vacation,0.09,0.0,0.0,0.01,0.09,46,4,tbd,,E
Learn Chess,0.09,0.0,0.0,0.01,0.09,,,tbd,,
Ninja Gaiden Black,0.07,0.02,0.0,0.0,0.09,94,32,8.7,121,M
Bogey: Dead 6,0.05,0.04,0.0,0.01,0.09,,,,,
Scooby-Doo! Who's Watching Who?,0.08,0.01,0.0,0.01,0.09,,,,,
Touch Detective,0.06,0.02,0.0,0.01,0.09,60,25,6.8,6,E10+
Hakuouki: Zuisouroku Portable,0.0,0.0,0.09,0.0,0.09,,,,,
Imagine: Reporter,0.08,0.01,0.0,0.01,0.09,,,tbd,,E
Puyo Pop Fever (JP sales),0.0,0.0,0.09,0.0,0.09,,,,,
Dragon Ball Kai: Ultimate Butouden,0.0,0.0,0.09,0.0,0.09,,,,,
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),0.05,0.04,0.0,0.01,0.09,,,,,
Shin Megami Tensei,0.0,0.0,0.09,0.01,0.09,,,,,
Trivial Pursuit unhinged,0.07,0.02,0.0,0.0,0.09,58,10,8,4,T
InuYasha: Secret of the Divine Jewel,0.09,0.0,0.0,0.01,0.09,46,13,7.6,17,E10+
Major League Baseball 2K12,0.08,0.0,0.0,0.01,0.09,,,tbd,,E
The Revenge of Shinobi,0.07,0.02,0.0,0.0,0.09,51,11,tbd,,E
Bloody Roar 4,0.05,0.04,0.0,0.01,0.09,59,25,8.6,43,M
Let's Ride! Silver Buckle Stables,0.05,0.04,0.0,0.01,0.09,,,7.8,6,E
The Story of Noah's Ark,0.09,0.0,0.0,0.01,0.09,,,,,
Atari Classics Evolved,0.08,0.0,0.0,0.01,0.09,64,17,6,4,E
Cabela's Big Game Hunter,0.07,0.02,0.0,0.0,0.09,,,,,
I-Ninja,0.07,0.02,0.0,0.0,0.09,77,18,7.6,8,T
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,0.0,0.0,0.09,0.0,0.09,,,,,
Dragon Tales: Dragon Seek,0.05,0.03,0.0,0.01,0.09,,,,,
Yourself Fitness,0.07,0.02,0.0,0.0,0.09,,,,,
Tak: The Great Juju Challenge,0.09,0.0,0.0,0.01,0.09,66,13,tbd,,E
Steins;Gate 0,0.0,0.03,0.05,0.01,0.09,86,7,9.3,20,M
Ghostbusters: The Video Game (DS Version),0.0,0.08,0.0,0.01,0.09,,,,,
Dance on Broadway,0.05,0.03,0.0,0.01,0.09,,,tbd,,E10+
Resident Evil Chronicles HD,0.0,0.0,0.09,0.0,0.09,,,,,
Football Manager 2017,0.0,0.09,0.0,0.01,0.09,81,41,4.3,57,E
Return Fire,0.05,0.03,0.0,0.01,0.09,,,,,
Wild ARMs: Alter Code F,0.05,0.04,0.0,0.01,0.09,73,25,8.3,26,T
Army Corps of Hell,0.04,0.04,0.0,0.02,0.09,57,43,6.6,28,M
Bomberman Max 2: Blue Advance,0.07,0.02,0.0,0.0,0.09,75,10,tbd,,E
Mind Quiz,0.08,0.01,0.0,0.01,0.09,,,tbd,,E
Shrek SuperSlam,0.07,0.02,0.0,0.0,0.09,71,20,9.3,4,E10+
MXGP 2,0.02,0.05,0.0,0.01,0.09,,,,,
Ultimate Mortal Kombat,0.07,0.01,0.0,0.01,0.09,73,26,8.6,22,M
Hyperdimension Idol Neptunia PP,0.02,0.02,0.04,0.01,0.09,,,,,
Rapid Reload,0.0,0.0,0.09,0.01,0.09,,,,,
Alien Monster Bowling League,0.09,0.0,0.0,0.01,0.09,,,tbd,,E10+
New Legends,0.07,0.02,0.0,0.0,0.09,56,22,tbd,,T
Total Overdose: A Gunslinger's Tale in Mexico,0.04,0.04,0.0,0.01,0.09,71,36,9,25,M
Island Xtreme Stunts,0.04,0.03,0.0,0.01,0.09,63,4,tbd,,E
Agassi Tennis Generation,0.04,0.03,0.0,0.01,0.09,,,6,4,E
I Love Puppies,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
Metal Slug X,0.05,0.03,0.0,0.01,0.09,85,9,8.8,31,T
Running Wild,0.05,0.03,0.0,0.01,0.09,,,,,
Romance of the Three Kingdoms X,0.04,0.03,0.0,0.01,0.09,71,13,8.5,10,T
Brigandine: The Legend of Forsena,0.05,0.03,0.0,0.01,0.09,,,,,
Prinny: Can I Really Be the Hero?,0.03,0.0,0.05,0.01,0.09,72,45,7,41,T
MX SuperFly featuring Ricky Carmichael,0.07,0.02,0.0,0.0,0.09,,,,,
Green Lantern: Rise of the Manhunters,0.05,0.03,0.0,0.01,0.09,46,4,tbd,,E10+
Disney's The Haunted Mansion,0.07,0.02,0.0,0.0,0.09,,,,,
Sound Novel Machi,0.0,0.0,0.09,0.0,0.09,,,,,
GripShift,0.08,0.0,0.0,0.01,0.09,70,37,8.7,22,E
Jenga World Tour,0.08,0.0,0.0,0.01,0.09,32,7,tbd,,E
Fighting Fantasy: The Warlock of Firetop Mountain,0.08,0.0,0.0,0.01,0.09,45,10,8.1,31,T
FIFA 2001: Major League Soccer,0.0,0.0,0.09,0.0,0.09,,,,,
The Daring Game for Girls,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
Alvin and the Chipmunks: Chipwrecked,0.07,0.01,0.0,0.01,0.09,,,tbd,,E10+
NHL 2K8,0.08,0.01,0.0,0.01,0.09,74,24,tbd,,E10+
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,0.0,0.0,0.09,0.0,0.09,,,,,
Beowulf: The Game,0.08,0.0,0.0,0.01,0.09,44,4,5.4,7,M
Skies of Arcadia,0.0,0.0,0.09,0.0,0.09,93,21,9.4,98,T
NASCAR: Dirt to Daytona,0.07,0.02,0.0,0.0,0.09,85,8,7.3,7,E
Demon Chaos,0.0,0.0,0.09,0.0,0.09,,,,,
U-Sing  2,0.0,0.08,0.0,0.01,0.09,,,,,
Road Trip,0.04,0.03,0.0,0.01,0.09,80,4,9,41,E
Monopoly Collection,0.02,0.07,0.0,0.01,0.09,,,tbd,,E
Blood of Bahamut,0.0,0.0,0.09,0.0,0.09,,,,,
Jimmie Johnson's Anything With an Engine,0.08,0.0,0.0,0.01,0.09,65,5,8.8,8,E10+
Quiz Magic Academy DS: Futatsu no Jikuu Koku,0.0,0.0,0.09,0.0,0.09,,,,,
Lilie no Atelier: Salburg no Renkinjutsushi 3,0.0,0.0,0.09,0.0,0.09,,,,,
NFL Blitz 20-02,0.07,0.02,0.0,0.0,0.09,77,9,tbd,,E
Animal Planet: Vet Life,0.08,0.0,0.0,0.01,0.09,,,tbd,,E
Top Gun: Firestorm Advance,0.07,0.02,0.0,0.0,0.09,,,,,
Singstar: Ultimate Party,0.0,0.08,0.0,0.01,0.09,,,,,
echochrome,0.0,0.01,0.08,0.0,0.09,79,28,7.7,13,E
Project Eden,0.04,0.03,0.0,0.01,0.09,71,20,7.8,8,T
Riviera: The Promised Land,0.07,0.0,0.02,0.01,0.09,68,11,7.7,17,T
Digimon All-Star Rumble,0.06,0.02,0.0,0.02,0.09,49,12,5.8,32,E10+
Sonic Boom: Fire & Ice,0.05,0.03,0.0,0.01,0.09,,,,,
Samurai Shodown Anthology,0.08,0.0,0.0,0.01,0.09,,,tbd,,T
Driver: Renegade,0.05,0.04,0.0,0.01,0.09,48,13,5,20,M
NERF N-Strike: Double Blast Bundle,0.09,0.0,0.0,0.0,0.09,,,tbd,,E10+
Kawasaki Quad Bikes,0.07,0.01,0.0,0.01,0.09,,,tbd,,E
Dead or Alive 5,0.0,0.05,0.03,0.01,0.09,,,,,
May's Mystery: Forbidden Memories,0.04,0.04,0.0,0.01,0.09,70,5,tbd,,E
Yaiba: Ninja Gaiden Z,0.05,0.03,0.0,0.02,0.09,43,46,4.5,84,M
Castlevania: Lords of Shadow 2,0.02,0.06,0.0,0.01,0.09,70,22,7.8,239,M
Ghosthunter,0.04,0.03,0.0,0.01,0.09,69,44,8.7,22,T
Bass Pro Shops: The Hunt,0.08,0.0,0.0,0.01,0.09,,,tbd,,T
Shadow of Destiny,0.08,0.0,0.0,0.01,0.09,54,6,8.2,5,T
Pro Evolution Soccer 2012,0.0,0.07,0.0,0.02,0.09,77,13,6.4,88,
Mimana Iyar Chronicle,0.07,0.0,0.01,0.01,0.09,45,6,5.8,8,T
Michael Jackson: The Experience,0.04,0.03,0.0,0.02,0.09,57,27,5.8,19,E10+
Seven: Molmorth no Kiheitai,0.0,0.0,0.09,0.0,0.09,,,,,
Def Jam Fight For NY: The Takeover,0.08,0.0,0.0,0.01,0.09,79,25,8.2,16,M
Doraemon: Nobita to Midori no Kyojinden DS,0.0,0.0,0.09,0.0,0.09,,,,,
Tom Clancy's EndWar,0.08,0.01,0.0,0.01,0.09,69,11,5.8,4,T
Major League Baseball 2K11,0.08,0.0,0.0,0.01,0.09,,,tbd,,E
Hello Kitty's Cube Frenzy,0.05,0.03,0.0,0.01,0.09,,,,,
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,0.0,0.0,0.09,0.0,0.09,,,,,
JASF: Jane's Advanced Strike Fighters,0.06,0.02,0.0,0.01,0.09,45,5,4.5,8,T
The Smurfs 2,0.02,0.06,0.0,0.02,0.09,,,5,7,E
Astro Boy: Omega Factor,0.06,0.02,0.0,0.0,0.09,85,37,8.6,18,E
Disgaea Infinite,0.07,0.0,0.01,0.01,0.09,64,15,4.4,40,T
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,0.0,0.0,0.09,0.0,0.09,,,,,
Import Tuner Challenge (American sales),0.07,0.01,0.0,0.01,0.09,,,,,
Phantom Brave: The Hermuda Triangle,0.06,0.0,0.03,0.01,0.09,65,16,7.3,11,T
Fullmetal Alchemist: Dual Sympathy,0.05,0.0,0.04,0.0,0.09,58,15,7.3,12,T
Cardfight!! Vanguard: Ride to Victory,0.0,0.0,0.09,0.0,0.09,,,,,
Jikkyou Powerful Pro Yakyuu Portable 2,0.0,0.0,0.09,0.0,0.09,,,,,
Carnival Games: Wild West 3D,0.06,0.02,0.0,0.01,0.09,,,tbd,,E10+
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,0.0,0.0,0.09,0.0,0.09,,,,,
Chameleon,0.08,0.0,0.0,0.01,0.09,,,tbd,,E
The Wolf Among Us,0.05,0.02,0.0,0.02,0.09,,,8.2,48,
Lock's Quest,0.08,0.0,0.0,0.01,0.09,80,32,8.7,27,E
Rugby 2005,0.04,0.03,0.0,0.01,0.09,71,15,8.6,19,E
Ochaken no Heya DS 2,0.0,0.0,0.09,0.0,0.09,,,,,
Ratchet & Clank Future: Quest for Booty,0.01,0.06,0.0,0.02,0.09,,,,,
Golden Nugget 64,0.07,0.02,0.0,0.0,0.09,,,,,
Robotron 64,0.07,0.02,0.0,0.0,0.09,,,,,
The X-Factor,0.0,0.08,0.0,0.01,0.09,,,,,
Batman Beyond: Return of the Joker,0.07,0.02,0.0,0.0,0.09,,,,,
Pokemon Rumble World,0.0,0.01,0.08,0.0,0.09,58,16,6.4,69,E10+
Castlevania Dracula X,0.03,0.01,0.05,0.0,0.09,,,,,
V-Rally Edition 99,0.07,0.02,0.0,0.0,0.09,,,,,
Saikyou Habu Shogi,0.0,0.0,0.06,0.03,0.09,,,,,
Go Play: City Sports,0.08,0.0,0.0,0.01,0.09,,,tbd,,E
Naruto RPG 3: Rejiuu vs Konoha Shoutai,0.0,0.0,0.09,0.0,0.09,,,,,
Rugby 15,0.03,0.05,0.0,0.01,0.09,,,tbd,,E
Spectral Force Genesis,0.08,0.0,0.01,0.01,0.09,46,8,7,5,T
Tunnel B1,0.05,0.03,0.0,0.01,0.09,,,,,
2-in-1 Game Pack: Spider-Man & Spider-Man 2,0.06,0.02,0.0,0.0,0.09,,,,,
Godzilla Generations,0.0,0.0,0.08,0.0,0.08,,,,,
Last Rebellion,0.06,0.01,0.01,0.01,0.09,44,30,4.6,34,T
Porsche Challenge,0.05,0.03,0.0,0.01,0.09,,,,,
Dragon Ball Z: Shin Butouden,0.0,0.0,0.09,0.0,0.09,,,,,
Ben 10 Galactic Racing,0.06,0.02,0.0,0.01,0.09,,,tbd,,E
